"Facility ID","Measure ID","Value","Footnote","Start Date","End Date"
050764,MSPB-1,0.954783,,01/01/2021,12/31/2021
050765,MSPB-1,N/A,1,01/01/2021,12/31/2021
050766,MSPB-1,0.983077,,01/01/2021,12/31/2021
050767,MSPB-1,0.850016,,01/01/2021,12/31/2021
050769,MSPB-1,0.987913,,01/01/2021,12/31/2021
050770,MSPB-1,0.985163,,01/01/2021,12/31/2021
050771,MSPB-1,1.163064,,01/01/2021,12/31/2021
050772,MSPB-1,0.865886,,01/01/2021,12/31/2021
050775,MSPB-1,0.954297,,01/01/2021,12/31/2021
050776,MSPB-1,1.179682,,01/01/2021,12/31/2021
050777,MSPB-1,0.939524,,01/01/2021,12/31/2021
050778,MSPB-1,N/A,1,01/01/2021,12/31/2021
050779,MSPB-1,0.933205,,01/01/2021,12/31/2021
050780,MSPB-1,1.189129,,01/01/2021,12/31/2021
050782,MSPB-1,1.127984,,01/01/2021,12/31/2021
050783,MSPB-1,0.964265,,01/01/2021,12/31/2021
050784,MSPB-1,N/A,1,01/01/2021,12/31/2021
050785,MSPB-1,0.911290,,01/01/2021,12/31/2021
050849,MSPB-1,1.120332,,01/01/2021,12/31/2021
060001,MSPB-1,1.009746,,01/01/2021,12/31/2021
060003,MSPB-1,0.968641,,01/01/2021,12/31/2021
060004,MSPB-1,0.970883,,01/01/2021,12/31/2021
060006,MSPB-1,0.946960,,01/01/2021,12/31/2021
060008,MSPB-1,0.965973,,01/01/2021,12/31/2021
060009,MSPB-1,0.951763,,01/01/2021,12/31/2021
060010,MSPB-1,0.954371,,01/01/2021,12/31/2021
060011,MSPB-1,0.940778,,01/01/2021,12/31/2021
060012,MSPB-1,1.012227,,01/01/2021,12/31/2021
060013,MSPB-1,0.958712,,01/01/2021,12/31/2021
060014,MSPB-1,1.072281,,01/01/2021,12/31/2021
060015,MSPB-1,1.007471,,01/01/2021,12/31/2021
060020,MSPB-1,0.972490,,01/01/2021,12/31/2021
060022,MSPB-1,1.023681,,01/01/2021,12/31/2021
060023,MSPB-1,1.024321,,01/01/2021,12/31/2021
060024,MSPB-1,0.991274,,01/01/2021,12/31/2021
060027,MSPB-1,0.964859,,01/01/2021,12/31/2021
060028,MSPB-1,0.993362,,01/01/2021,12/31/2021
060030,MSPB-1,1.010396,,01/01/2021,12/31/2021
060031,MSPB-1,0.995505,,01/01/2021,12/31/2021
060032,MSPB-1,1.016674,,01/01/2021,12/31/2021
060034,MSPB-1,1.022151,,01/01/2021,12/31/2021
060044,MSPB-1,1.011980,,01/01/2021,12/31/2021
060049,MSPB-1,0.906499,,01/01/2021,12/31/2021
060054,MSPB-1,1.016926,,01/01/2021,12/31/2021
060064,MSPB-1,0.977916,,01/01/2021,12/31/2021
060065,MSPB-1,0.972538,,01/01/2021,12/31/2021
060071,MSPB-1,0.941175,,01/01/2021,12/31/2021
060075,MSPB-1,1.056799,,01/01/2021,12/31/2021
060076,MSPB-1,1.000980,,01/01/2021,12/31/2021
060096,MSPB-1,1.049521,,01/01/2021,12/31/2021
060100,MSPB-1,0.955013,,01/01/2021,12/31/2021
060103,MSPB-1,0.926055,,01/01/2021,12/31/2021
060104,MSPB-1,0.957246,,01/01/2021,12/31/2021
060107,MSPB-1,N/A,1,01/01/2021,12/31/2021
060112,MSPB-1,0.953703,,01/01/2021,12/31/2021
060113,MSPB-1,0.993654,,01/01/2021,12/31/2021
060114,MSPB-1,0.963350,,01/01/2021,12/31/2021
060116,MSPB-1,0.951910,,01/01/2021,12/31/2021
060117,MSPB-1,0.929006,,01/01/2021,12/31/2021
060118,MSPB-1,0.876316,,01/01/2021,12/31/2021
060119,MSPB-1,1.050341,,01/01/2021,12/31/2021
060124,MSPB-1,0.915521,,01/01/2021,12/31/2021
060125,MSPB-1,0.928260,,01/01/2021,12/31/2021
060126,MSPB-1,0.947415,,01/01/2021,12/31/2021
060128,MSPB-1,1.008884,,01/01/2021,12/31/2021
060129,MSPB-1,1.105779,,01/01/2021,12/31/2021
060130,MSPB-1,0.961167,,01/01/2021,12/31/2021
060131,MSPB-1,1.051961,,01/01/2021,12/31/2021
060132,MSPB-1,1.029562,,01/01/2021,12/31/2021
070002,MSPB-1,1.043839,,01/01/2021,12/31/2021
070003,MSPB-1,0.969707,,01/01/2021,12/31/2021
070004,MSPB-1,0.933074,,01/01/2021,12/31/2021
070005,MSPB-1,0.944485,,01/01/2021,12/31/2021
070006,MSPB-1,1.070764,,01/01/2021,12/31/2021
070007,MSPB-1,0.988459,,01/01/2021,12/31/2021
070008,MSPB-1,0.984695,,01/01/2021,12/31/2021
070010,MSPB-1,0.991920,,01/01/2021,12/31/2021
070011,MSPB-1,1.011533,,01/01/2021,12/31/2021
070016,MSPB-1,1.040913,,01/01/2021,12/31/2021
070017,MSPB-1,1.006927,,01/01/2021,12/31/2021
070018,MSPB-1,0.965045,,01/01/2021,12/31/2021
070020,MSPB-1,0.992313,,01/01/2021,12/31/2021
070021,MSPB-1,0.977824,,01/01/2021,12/31/2021
070022,MSPB-1,1.011611,,01/01/2021,12/31/2021
070024,MSPB-1,0.988388,,01/01/2021,12/31/2021
070025,MSPB-1,1.042434,,01/01/2021,12/31/2021
070027,MSPB-1,0.954513,,01/01/2021,12/31/2021
070028,MSPB-1,1.059976,,01/01/2021,12/31/2021
070029,MSPB-1,1.034434,,01/01/2021,12/31/2021
070031,MSPB-1,1.003897,,01/01/2021,12/31/2021
070033,MSPB-1,0.997946,,01/01/2021,12/31/2021
070034,MSPB-1,1.027637,,01/01/2021,12/31/2021
070035,MSPB-1,1.058465,,01/01/2021,12/31/2021
070036,MSPB-1,0.994190,,01/01/2021,12/31/2021
080001,MSPB-1,1.041585,,01/01/2021,12/31/2021
080003,MSPB-1,0.984229,,01/01/2021,12/31/2021
080004,MSPB-1,1.042586,,01/01/2021,12/31/2021
080006,MSPB-1,0.990617,,01/01/2021,12/31/2021
080007,MSPB-1,1.044361,,01/01/2021,12/31/2021
080009,MSPB-1,1.064593,,01/01/2021,12/31/2021
090001,MSPB-1,0.997312,,01/01/2021,12/31/2021
090003,MSPB-1,1.026666,,01/01/2021,12/31/2021
090004,MSPB-1,1.017563,,01/01/2021,12/31/2021
090005,MSPB-1,0.954293,,01/01/2021,12/31/2021
090008,MSPB-1,1.029263,,01/01/2021,12/31/2021
090011,MSPB-1,1.018532,,01/01/2021,12/31/2021
100001,MSPB-1,0.980906,,01/01/2021,12/31/2021
100002,MSPB-1,1.083546,,01/01/2021,12/31/2021
100006,MSPB-1,1.000825,,01/01/2021,12/31/2021
100007,MSPB-1,0.999684,,01/01/2021,12/31/2021
100008,MSPB-1,1.039562,,01/01/2021,12/31/2021
100012,MSPB-1,0.994528,,01/01/2021,12/31/2021
100014,MSPB-1,0.958795,,01/01/2021,12/31/2021
100017,MSPB-1,0.974067,,01/01/2021,12/31/2021
100018,MSPB-1,1.012297,,01/01/2021,12/31/2021
100019,MSPB-1,1.072364,,01/01/2021,12/31/2021
100022,MSPB-1,1.116001,,01/01/2021,12/31/2021
100023,MSPB-1,0.923523,,01/01/2021,12/31/2021
100025,MSPB-1,0.989554,,01/01/2021,12/31/2021
100026,MSPB-1,1.067292,,01/01/2021,12/31/2021
100028,MSPB-1,0.960847,,01/01/2021,12/31/2021
100029,MSPB-1,1.091664,,01/01/2021,12/31/2021
100030,MSPB-1,0.944749,,01/01/2021,12/31/2021
100032,MSPB-1,1.101607,,01/01/2021,12/31/2021
100034,MSPB-1,1.048706,,01/01/2021,12/31/2021
100035,MSPB-1,1.007792,,01/01/2021,12/31/2021
100038,MSPB-1,1.063915,,01/01/2021,12/31/2021
100039,MSPB-1,1.083344,,01/01/2021,12/31/2021
100040,MSPB-1,0.974772,,01/01/2021,12/31/2021
100043,MSPB-1,1.001380,,01/01/2021,12/31/2021
100044,MSPB-1,1.044258,,01/01/2021,12/31/2021
100045,MSPB-1,0.967897,,01/01/2021,12/31/2021
100046,MSPB-1,0.944304,,01/01/2021,12/31/2021
100047,MSPB-1,1.001095,,01/01/2021,12/31/2021
100048,MSPB-1,0.953299,,01/01/2021,12/31/2021
100049,MSPB-1,0.992540,,01/01/2021,12/31/2021
100050,MSPB-1,1.227694,,01/01/2021,12/31/2021
100051,MSPB-1,0.915115,,01/01/2021,12/31/2021
100052,MSPB-1,1.000649,,01/01/2021,12/31/2021
100053,MSPB-1,1.154915,,01/01/2021,12/31/2021
100054,MSPB-1,0.963249,,01/01/2021,12/31/2021
100055,MSPB-1,1.002686,,01/01/2021,12/31/2021
100057,MSPB-1,0.914060,,01/01/2021,12/31/2021
100062,MSPB-1,1.006956,,01/01/2021,12/31/2021
100063,MSPB-1,1.023903,,01/01/2021,12/31/2021
100067,MSPB-1,1.026070,,01/01/2021,12/31/2021
100068,MSPB-1,0.964167,,01/01/2021,12/31/2021
100069,MSPB-1,0.994434,,01/01/2021,12/31/2021
100070,MSPB-1,1.096437,,01/01/2021,12/31/2021
100071,MSPB-1,1.047902,,01/01/2021,12/31/2021
100072,MSPB-1,0.943170,,01/01/2021,12/31/2021
100073,MSPB-1,1.038288,,01/01/2021,12/31/2021
100075,MSPB-1,0.996445,,01/01/2021,12/31/2021
100077,MSPB-1,1.020557,,01/01/2021,12/31/2021
100080,MSPB-1,0.971601,,01/01/2021,12/31/2021
100081,MSPB-1,N/A,1,01/01/2021,12/31/2021
100084,MSPB-1,0.984308,,01/01/2021,12/31/2021
100086,MSPB-1,1.110174,,01/01/2021,12/31/2021
100087,MSPB-1,1.029069,,01/01/2021,12/31/2021
100088,MSPB-1,0.976937,,01/01/2021,12/31/2021
100090,MSPB-1,0.998767,,01/01/2021,12/31/2021
100092,MSPB-1,0.967061,,01/01/2021,12/31/2021
100093,MSPB-1,0.973106,,01/01/2021,12/31/2021
100099,MSPB-1,1.024520,,01/01/2021,12/31/2021
100105,MSPB-1,1.058825,,01/01/2021,12/31/2021
100106,MSPB-1,1.051628,,01/01/2021,12/31/2021
100107,MSPB-1,0.966135,,01/01/2021,12/31/2021
100109,MSPB-1,1.028695,,01/01/2021,12/31/2021
100110,MSPB-1,1.050500,,01/01/2021,12/31/2021
100113,MSPB-1,1.004417,,01/01/2021,12/31/2021
100117,MSPB-1,0.944450,,01/01/2021,12/31/2021
100118,MSPB-1,0.914701,,01/01/2021,12/31/2021
100121,MSPB-1,0.969837,,01/01/2021,12/31/2021
100122,MSPB-1,1.041651,,01/01/2021,12/31/2021
100124,MSPB-1,0.966432,,01/01/2021,12/31/2021
100125,MSPB-1,1.030184,,01/01/2021,12/31/2021
100126,MSPB-1,1.022924,,01/01/2021,12/31/2021
100127,MSPB-1,1.013695,,01/01/2021,12/31/2021
100128,MSPB-1,0.982799,,01/01/2021,12/31/2021
100130,MSPB-1,1.054115,,01/01/2021,12/31/2021
100131,MSPB-1,1.013801,,01/01/2021,12/31/2021
100132,MSPB-1,1.017422,,01/01/2021,12/31/2021
100134,MSPB-1,0.795057,,01/01/2021,12/31/2021
100135,MSPB-1,1.068001,,01/01/2021,12/31/2021
100137,MSPB-1,0.971995,,01/01/2021,12/31/2021
100140,MSPB-1,0.866925,,01/01/2021,12/31/2021
100142,MSPB-1,1.000166,,01/01/2021,12/31/2021
100150,MSPB-1,0.954612,,01/01/2021,12/31/2021
100151,MSPB-1,0.950074,,01/01/2021,12/31/2021
100154,MSPB-1,1.054715,,01/01/2021,12/31/2021
100156,MSPB-1,0.937014,,01/01/2021,12/31/2021
100157,MSPB-1,0.971818,,01/01/2021,12/31/2021
100161,MSPB-1,1.060718,,01/01/2021,12/31/2021
100166,MSPB-1,1.004003,,01/01/2021,12/31/2021
100167,MSPB-1,1.025709,,01/01/2021,12/31/2021
100168,MSPB-1,1.033109,,01/01/2021,12/31/2021
100173,MSPB-1,1.049053,,01/01/2021,12/31/2021
100175,MSPB-1,0.955868,,01/01/2021,12/31/2021
100176,MSPB-1,1.005778,,01/01/2021,12/31/2021
100177,MSPB-1,1.003413,,01/01/2021,12/31/2021
100179,MSPB-1,1.026825,,01/01/2021,12/31/2021
100180,MSPB-1,1.032588,,01/01/2021,12/31/2021
100181,MSPB-1,1.067378,,01/01/2021,12/31/2021
100183,MSPB-1,1.167208,,01/01/2021,12/31/2021
100187,MSPB-1,1.086030,,01/01/2021,12/31/2021
100189,MSPB-1,1.062597,,01/01/2021,12/31/2021
100191,MSPB-1,0.975899,,01/01/2021,12/31/2021
100200,MSPB-1,1.027408,,01/01/2021,12/31/2021
100204,MSPB-1,0.960452,,01/01/2021,12/31/2021
100206,MSPB-1,0.995387,,01/01/2021,12/31/2021
100209,MSPB-1,1.049209,,01/01/2021,12/31/2021
100211,MSPB-1,1.024294,,01/01/2021,12/31/2021
100212,MSPB-1,0.965818,,01/01/2021,12/31/2021
100213,MSPB-1,1.023485,,01/01/2021,12/31/2021
100217,MSPB-1,1.018069,,01/01/2021,12/31/2021
100220,MSPB-1,0.977738,,01/01/2021,12/31/2021
100223,MSPB-1,1.037053,,01/01/2021,12/31/2021
100224,MSPB-1,1.069032,,01/01/2021,12/31/2021
100226,MSPB-1,1.029895,,01/01/2021,12/31/2021
100228,MSPB-1,1.067682,,01/01/2021,12/31/2021
100230,MSPB-1,0.954752,,01/01/2021,12/31/2021
100231,MSPB-1,1.025377,,01/01/2021,12/31/2021
100232,MSPB-1,1.000620,,01/01/2021,12/31/2021
100236,MSPB-1,1.009049,,01/01/2021,12/31/2021
100238,MSPB-1,1.011643,,01/01/2021,12/31/2021
100242,MSPB-1,1.029113,,01/01/2021,12/31/2021
100243,MSPB-1,0.943384,,01/01/2021,12/31/2021
100244,MSPB-1,0.955158,,01/01/2021,12/31/2021
100246,MSPB-1,1.080529,,01/01/2021,12/31/2021
100248,MSPB-1,1.066201,,01/01/2021,12/31/2021
100249,MSPB-1,0.943498,,01/01/2021,12/31/2021
100252,MSPB-1,0.939213,,01/01/2021,12/31/2021
100253,MSPB-1,0.998552,,01/01/2021,12/31/2021
100254,MSPB-1,1.013345,,01/01/2021,12/31/2021
100256,MSPB-1,0.999869,,01/01/2021,12/31/2021
100258,MSPB-1,1.019519,,01/01/2021,12/31/2021
100259,MSPB-1,0.941194,,01/01/2021,12/31/2021
100260,MSPB-1,0.997078,,01/01/2021,12/31/2021
100264,MSPB-1,1.004887,,01/01/2021,12/31/2021
100265,MSPB-1,1.007539,,01/01/2021,12/31/2021
100266,MSPB-1,0.931982,,01/01/2021,12/31/2021
100267,MSPB-1,0.971180,,01/01/2021,12/31/2021
100268,MSPB-1,1.014212,,01/01/2021,12/31/2021
100269,MSPB-1,0.962984,,01/01/2021,12/31/2021
100275,MSPB-1,0.970688,,01/01/2021,12/31/2021
100276,MSPB-1,1.057192,,01/01/2021,12/31/2021
100277,MSPB-1,N/A,1,01/01/2021,12/31/2021
100281,MSPB-1,1.029908,,01/01/2021,12/31/2021
100284,MSPB-1,1.427259,,01/01/2021,12/31/2021
100285,MSPB-1,0.932014,,01/01/2021,12/31/2021
100286,MSPB-1,0.965372,,01/01/2021,12/31/2021
100287,MSPB-1,1.000641,,01/01/2021,12/31/2021
100288,MSPB-1,1.044737,,01/01/2021,12/31/2021
100289,MSPB-1,0.948858,,01/01/2021,12/31/2021
100290,MSPB-1,1.005474,,01/01/2021,12/31/2021
100291,MSPB-1,1.071834,,01/01/2021,12/31/2021
100292,MSPB-1,0.990135,,01/01/2021,12/31/2021
100296,MSPB-1,1.009874,,01/01/2021,12/31/2021
100299,MSPB-1,1.023226,,01/01/2021,12/31/2021
100302,MSPB-1,0.999634,,01/01/2021,12/31/2021
100307,MSPB-1,0.966131,,01/01/2021,12/31/2021
100313,MSPB-1,0.951987,,01/01/2021,12/31/2021
100314,MSPB-1,1.008606,,01/01/2021,12/31/2021
100315,MSPB-1,1.055504,,01/01/2021,12/31/2021
100316,MSPB-1,0.993170,,01/01/2021,12/31/2021
100319,MSPB-1,0.964094,,01/01/2021,12/31/2021
100320,MSPB-1,0.913537,,01/01/2021,12/31/2021
100321,MSPB-1,0.955631,,01/01/2021,12/31/2021
100329,MSPB-1,0.956976,,01/01/2021,12/31/2021
100330,MSPB-1,1.036487,,01/01/2021,12/31/2021
100350,MSPB-1,0.945768,,01/01/2021,12/31/2021
100359,MSPB-1,0.757443,,01/01/2021,12/31/2021
110001,MSPB-1,0.976921,,01/01/2021,12/31/2021
110002,MSPB-1,0.981903,,01/01/2021,12/31/2021
110003,MSPB-1,0.986166,,01/01/2021,12/31/2021
110005,MSPB-1,0.988854,,01/01/2021,12/31/2021
110006,MSPB-1,0.969873,,01/01/2021,12/31/2021
110007,MSPB-1,0.937534,,01/01/2021,12/31/2021
110008,MSPB-1,0.953096,,01/01/2021,12/31/2021
110010,MSPB-1,0.955549,,01/01/2021,12/31/2021
110011,MSPB-1,1.004241,,01/01/2021,12/31/2021
110015,MSPB-1,0.945790,,01/01/2021,12/31/2021
110016,MSPB-1,0.977953,,01/01/2021,12/31/2021
110018,MSPB-1,0.970888,,01/01/2021,12/31/2021
110023,MSPB-1,0.951545,,01/01/2021,12/31/2021
110024,MSPB-1,1.076470,,01/01/2021,12/31/2021
110025,MSPB-1,0.939587,,01/01/2021,12/31/2021
110027,MSPB-1,0.969712,,01/01/2021,12/31/2021
110028,MSPB-1,1.005512,,01/01/2021,12/31/2021
110029,MSPB-1,0.953867,,01/01/2021,12/31/2021
110030,MSPB-1,0.952684,,01/01/2021,12/31/2021
110031,MSPB-1,1.035131,,01/01/2021,12/31/2021
110032,MSPB-1,0.851171,,01/01/2021,12/31/2021
110034,MSPB-1,1.081327,,01/01/2021,12/31/2021
110035,MSPB-1,0.968214,,01/01/2021,12/31/2021
110036,MSPB-1,1.032119,,01/01/2021,12/31/2021
110038,MSPB-1,1.003057,,01/01/2021,12/31/2021
110041,MSPB-1,0.849947,,01/01/2021,12/31/2021
110042,MSPB-1,0.888748,,01/01/2021,12/31/2021
110043,MSPB-1,1.052159,,01/01/2021,12/31/2021
110044,MSPB-1,0.853465,,01/01/2021,12/31/2021
110045,MSPB-1,0.905034,,01/01/2021,12/31/2021
110046,MSPB-1,0.959026,,01/01/2021,12/31/2021
110050,MSPB-1,0.906856,,01/01/2021,12/31/2021
110051,MSPB-1,1.038750,,01/01/2021,12/31/2021
110054,MSPB-1,1.020916,,01/01/2021,12/31/2021
110064,MSPB-1,1.156427,,01/01/2021,12/31/2021
110069,MSPB-1,0.954424,,01/01/2021,12/31/2021
110071,MSPB-1,0.749476,,01/01/2021,12/31/2021
110073,MSPB-1,0.876390,,01/01/2021,12/31/2021
110074,MSPB-1,0.940251,,01/01/2021,12/31/2021
110075,MSPB-1,0.988384,,01/01/2021,12/31/2021
110076,MSPB-1,0.996885,,01/01/2021,12/31/2021
110078,MSPB-1,0.977242,,01/01/2021,12/31/2021
110079,MSPB-1,0.951531,,01/01/2021,12/31/2021
110082,MSPB-1,0.926323,,01/01/2021,12/31/2021
110083,MSPB-1,0.933077,,01/01/2021,12/31/2021
110086,MSPB-1,0.821478,,01/01/2021,12/31/2021
110087,MSPB-1,0.993790,,01/01/2021,12/31/2021
110089,MSPB-1,0.976314,,01/01/2021,12/31/2021
110091,MSPB-1,0.929618,,01/01/2021,12/31/2021
110092,MSPB-1,1.010378,,01/01/2021,12/31/2021
110095,MSPB-1,0.949708,,01/01/2021,12/31/2021
110100,MSPB-1,0.796098,,01/01/2021,12/31/2021
110101,MSPB-1,0.861122,,01/01/2021,12/31/2021
110104,MSPB-1,0.853494,,01/01/2021,12/31/2021
110105,MSPB-1,0.924244,,01/01/2021,12/31/2021
110107,MSPB-1,1.027938,,01/01/2021,12/31/2021
110109,MSPB-1,0.854055,,01/01/2021,12/31/2021
110111,MSPB-1,0.864836,,01/01/2021,12/31/2021
110113,MSPB-1,N/A,1,01/01/2021,12/31/2021
110115,MSPB-1,1.058314,,01/01/2021,12/31/2021
110121,MSPB-1,0.953865,,01/01/2021,12/31/2021
110122,MSPB-1,0.968777,,01/01/2021,12/31/2021
110124,MSPB-1,1.026578,,01/01/2021,12/31/2021
110125,MSPB-1,0.965971,,01/01/2021,12/31/2021
110128,MSPB-1,0.967789,,01/01/2021,12/31/2021
110129,MSPB-1,1.074725,,01/01/2021,12/31/2021
110130,MSPB-1,N/A,1,01/01/2021,12/31/2021
110132,MSPB-1,0.983877,,01/01/2021,12/31/2021
110135,MSPB-1,1.029356,,01/01/2021,12/31/2021
110142,MSPB-1,0.875064,,01/01/2021,12/31/2021
110143,MSPB-1,0.972287,,01/01/2021,12/31/2021
110146,MSPB-1,0.936137,,01/01/2021,12/31/2021
110150,MSPB-1,0.944903,,01/01/2021,12/31/2021
110153,MSPB-1,0.968728,,01/01/2021,12/31/2021
110161,MSPB-1,0.963712,,01/01/2021,12/31/2021
110164,MSPB-1,0.996397,,01/01/2021,12/31/2021
110165,MSPB-1,0.940939,,01/01/2021,12/31/2021
110168,MSPB-1,0.927829,,01/01/2021,12/31/2021
110177,MSPB-1,0.964940,,01/01/2021,12/31/2021
110184,MSPB-1,0.942979,,01/01/2021,12/31/2021
110189,MSPB-1,0.938863,,01/01/2021,12/31/2021
110191,MSPB-1,0.944816,,01/01/2021,12/31/2021
110192,MSPB-1,0.967620,,01/01/2021,12/31/2021
110194,MSPB-1,0.834252,,01/01/2021,12/31/2021
110198,MSPB-1,1.019834,,01/01/2021,12/31/2021
110200,MSPB-1,0.981082,,01/01/2021,12/31/2021
110201,MSPB-1,0.934797,,01/01/2021,12/31/2021
110209,MSPB-1,1.270740,,01/01/2021,12/31/2021
110215,MSPB-1,0.976065,,01/01/2021,12/31/2021
110225,MSPB-1,0.883689,,01/01/2021,12/31/2021
110226,MSPB-1,0.882809,,01/01/2021,12/31/2021
110229,MSPB-1,0.941933,,01/01/2021,12/31/2021
110230,MSPB-1,0.944322,,01/01/2021,12/31/2021
110233,MSPB-1,1.065833,,01/01/2021,12/31/2021
110234,MSPB-1,N/A,1,01/01/2021,12/31/2021
110236,MSPB-1,0.948113,,01/01/2021,12/31/2021
110237,MSPB-1,0.898767,,01/01/2021,12/31/2021
110252,MSPB-1,0.962268,,01/01/2021,12/31/2021
120001,MSPB-1,0.959360,,01/01/2021,12/31/2021
120002,MSPB-1,0.910500,,01/01/2021,12/31/2021
120004,MSPB-1,0.976394,,01/01/2021,12/31/2021
120005,MSPB-1,0.897965,,01/01/2021,12/31/2021
120006,MSPB-1,0.909225,,01/01/2021,12/31/2021
120007,MSPB-1,1.007147,,01/01/2021,12/31/2021
120011,MSPB-1,0.894119,,01/01/2021,12/31/2021
120014,MSPB-1,0.922798,,01/01/2021,12/31/2021
120019,MSPB-1,0.851767,,01/01/2021,12/31/2021
120022,MSPB-1,1.002452,,01/01/2021,12/31/2021
120026,MSPB-1,0.936354,,01/01/2021,12/31/2021
120028,MSPB-1,0.868799,,01/01/2021,12/31/2021
130002,MSPB-1,0.949161,,01/01/2021,12/31/2021
130003,MSPB-1,0.982099,,01/01/2021,12/31/2021
130006,MSPB-1,0.934958,,01/01/2021,12/31/2021
130007,MSPB-1,1.040710,,01/01/2021,12/31/2021
130013,MSPB-1,0.955230,,01/01/2021,12/31/2021
130014,MSPB-1,0.882658,,01/01/2021,12/31/2021
130018,MSPB-1,0.976592,,01/01/2021,12/31/2021
130025,MSPB-1,0.996031,,01/01/2021,12/31/2021
130028,MSPB-1,0.981613,,01/01/2021,12/31/2021
130049,MSPB-1,1.001159,,01/01/2021,12/31/2021
130063,MSPB-1,0.928229,,01/01/2021,12/31/2021
130065,MSPB-1,1.025707,,01/01/2021,12/31/2021
130066,MSPB-1,0.972230,,01/01/2021,12/31/2021
130071,MSPB-1,0.923552,,01/01/2021,12/31/2021
130073,MSPB-1,N/A,1,01/01/2021,12/31/2021
130074,MSPB-1,0.970926,,01/01/2021,12/31/2021
140001,MSPB-1,0.951051,,01/01/2021,12/31/2021
140002,MSPB-1,0.936378,,01/01/2021,12/31/2021
140007,MSPB-1,1.094605,,01/01/2021,12/31/2021
140008,MSPB-1,0.991459,,01/01/2021,12/31/2021
140010,MSPB-1,0.956268,,01/01/2021,12/31/2021
140011,MSPB-1,0.995764,,01/01/2021,12/31/2021
140012,MSPB-1,0.939088,,01/01/2021,12/31/2021
140013,MSPB-1,0.915109,,01/01/2021,12/31/2021
140015,MSPB-1,0.977554,,01/01/2021,12/31/2021
140018,MSPB-1,0.927145,,01/01/2021,12/31/2021
140019,MSPB-1,1.027925,,01/01/2021,12/31/2021
140029,MSPB-1,1.056207,,01/01/2021,12/31/2021
140030,MSPB-1,1.006060,,01/01/2021,12/31/2021
140032,MSPB-1,0.960582,,01/01/2021,12/31/2021
140034,MSPB-1,0.972269,,01/01/2021,12/31/2021
140040,MSPB-1,0.962974,,01/01/2021,12/31/2021
140043,MSPB-1,0.995350,,01/01/2021,12/31/2021
140046,MSPB-1,1.029593,,01/01/2021,12/31/2021
140048,MSPB-1,0.983723,,01/01/2021,12/31/2021
140049,MSPB-1,0.997069,,01/01/2021,12/31/2021
140052,MSPB-1,0.898157,,01/01/2021,12/31/2021
140053,MSPB-1,1.041967,,01/01/2021,12/31/2021
140054,MSPB-1,0.966161,,01/01/2021,12/31/2021
140059,MSPB-1,1.016397,,01/01/2021,12/31/2021
140062,MSPB-1,0.989146,,01/01/2021,12/31/2021
140063,MSPB-1,0.934562,,01/01/2021,12/31/2021
140064,MSPB-1,1.024610,,01/01/2021,12/31/2021
140065,MSPB-1,0.994208,,01/01/2021,12/31/2021
140067,MSPB-1,0.972390,,01/01/2021,12/31/2021
140068,MSPB-1,1.037255,,01/01/2021,12/31/2021
140077,MSPB-1,0.848644,,01/01/2021,12/31/2021
140080,MSPB-1,1.060164,,01/01/2021,12/31/2021
140082,MSPB-1,1.160404,,01/01/2021,12/31/2021
140083,MSPB-1,1.117841,,01/01/2021,12/31/2021
140084,MSPB-1,1.020981,,01/01/2021,12/31/2021
140088,MSPB-1,1.001908,,01/01/2021,12/31/2021
140089,MSPB-1,1.039025,,01/01/2021,12/31/2021
140091,MSPB-1,1.006373,,01/01/2021,12/31/2021
140093,MSPB-1,1.026788,,01/01/2021,12/31/2021
140095,MSPB-1,0.984405,,01/01/2021,12/31/2021
140100,MSPB-1,1.061928,,01/01/2021,12/31/2021
140101,MSPB-1,1.015181,,01/01/2021,12/31/2021
140103,MSPB-1,1.000046,,01/01/2021,12/31/2021
140110,MSPB-1,0.985113,,01/01/2021,12/31/2021
140113,MSPB-1,0.968788,,01/01/2021,12/31/2021
140114,MSPB-1,1.059244,,01/01/2021,12/31/2021
140115,MSPB-1,1.047823,,01/01/2021,12/31/2021
140116,MSPB-1,1.034998,,01/01/2021,12/31/2021
140117,MSPB-1,1.077226,,01/01/2021,12/31/2021
140119,MSPB-1,0.937949,,01/01/2021,12/31/2021
140120,MSPB-1,0.905377,,01/01/2021,12/31/2021
140122,MSPB-1,1.012398,,01/01/2021,12/31/2021
140124,MSPB-1,0.900522,,01/01/2021,12/31/2021
140125,MSPB-1,0.879982,,01/01/2021,12/31/2021
140127,MSPB-1,0.993679,,01/01/2021,12/31/2021
140130,MSPB-1,0.948644,,01/01/2021,12/31/2021
140133,MSPB-1,1.016598,,01/01/2021,12/31/2021
140135,MSPB-1,0.973119,,01/01/2021,12/31/2021
140137,MSPB-1,0.900600,,01/01/2021,12/31/2021
140143,MSPB-1,0.982678,,01/01/2021,12/31/2021
140145,MSPB-1,0.869785,,01/01/2021,12/31/2021
140147,MSPB-1,1.053402,,01/01/2021,12/31/2021
140148,MSPB-1,1.023129,,01/01/2021,12/31/2021
140150,MSPB-1,1.063217,,01/01/2021,12/31/2021
140155,MSPB-1,0.968120,,01/01/2021,12/31/2021
140158,MSPB-1,1.021428,,01/01/2021,12/31/2021
140160,MSPB-1,1.026652,,01/01/2021,12/31/2021
